district_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white,pop_black,pop_amerindian,pop_asian,pop_nativehawaii,pop_otherrace,pop_tworaces,pop_hispanic,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,district
"Westmont Hilltop School District, Pennsylvania",12057,8943,64489,69356,70256,11504,196,0,188,0,0,20,149,223,97,264,82,29,34,0,0,0,0,0,0,13,34,8,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,42,26130
"Whitehall-Coplay School District, Pennsylvania",30768,21985,62327,70051,77122,20682,2074,5,1307,0,47,801,5852,215,180,246,137,62,0,25,4,0,0,0,0,24,0,33,3,0,0,0,0,0,0,23,0,71,0,86,71,162,35,159,152,42,26250
"Wilkes-Barre Area School District, Pennsylvania",58875,39692,45218,49246,54388,40559,5623,90,1328,26,37,1943,9269,464,824,702,741,188,181,111,44,8,0,2,0,35,5,0,20,0,25,0,0,59,24,177,78,176,32,91,0,349,196,229,167,42,26300
"Wilkinsburg Borough School District, Pennsylvania",15485,11799,36743,41301,38435,5645,8563,0,291,0,45,709,232,27,22,38,15,40,29,204,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,47,38,0,3,0,0,0,0,42,26370
"William Penn School District, Pennsylvania",42191,28900,55355,48820,67922,9860,28914,46,1006,0,137,830,1398,27,32,109,40,658,519,551,512,0,0,0,0,0,17,0,10,0,0,0,0,8,49,46,0,19,19,25,7,3,49,120,7,42,26390
"Williams Valley School District, Pennsylvania",6880,4993,53142,63958,65242,6516,65,4,15,0,0,61,219,116,94,104,24,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,10,0,9,0,42,26400
"Annville-Cleona School District, Pennsylvania",12449,7867,62135,72591,86250,11438,229,0,93,9,0,135,545,238,501,163,387,0,39,0,18,0,0,0,0,0,37,0,12,0,0,0,0,0,0,0,0,0,16,0,6,0,20,0,0,42,02490
"Wissahickon School District, Pennsylvania",37204,26789,106766,127500,150713,28811,2333,10,3849,0,7,705,1489,623,136,678,315,134,59,106,28,7,5,0,0,83,20,67,22,0,0,0,0,0,0,0,0,58,13,30,6,14,21,46,0,42,02400
"Ambridge Area School District, Pennsylvania",23230,17510,60742,75293,68041,20950,1243,12,156,0,0,430,439,260,213,294,77,45,0,59,40,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,11,9,0,0,1,0,42,02440
"Antietam School District, Pennsylvania",7768,5508,56393,69242,80036,5720,251,0,125,33,0,268,1371,136,52,116,59,26,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,0,19,68,87,0,0,0,41,15,60,133,42,02480
"Apollo-Ridge School District, Pennsylvania",8934,6476,49972,58393,60371,8487,117,14,15,0,0,236,65,187,103,100,108,14,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,10,0,2,0,0,42,02550
"Armstrong School District, Pennsylvania",41538,30039,50478,63713,62737,40695,145,7,133,0,15,223,320,744,343,754,341,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,43,0,0,15,0,42,02590
"Athens Area School District, Pennsylvania",14199,9892,50554,63821,67734,13407,12,8,256,96,9,201,210,255,153,296,84,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,42,02670
"Austin Area School District, Pennsylvania",1208,934,48313,71875,45000,1178,0,2,5,0,5,12,6,35,8,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,02700
"Avella Area School District, Pennsylvania",4279,3120,68603,87563,76473,4169,12,0,0,0,0,60,38,44,17,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,02760
"Avon Grove School District, Pennsylvania",32146,21429,102758,111698,141651,25156,732,0,477,0,41,387,5353,479,238,643,263,0,1,4,20,13,0,4,0,19,0,24,0,0,0,0,0,24,0,16,0,18,8,26,0,201,28,122,35,42,02790
"Avonworth School District, Pennsylvania",12064,8772,91303,98076,110655,10983,353,1,241,0,44,322,120,194,93,144,103,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,10,0,42,02820
"Pine-Richland School District, Pennsylvania",24566,16682,122194,138803,162375,22940,153,0,794,0,32,157,490,736,196,388,211,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,42,02850
"Bald Eagle Area School District, Pennsylvania",12768,9820,61273,68702,72684,12609,9,0,16,2,0,56,76,222,58,178,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,4,0,8,0,0,7,42,02910
"Gettysburg Area School District, Pennsylvania",28211,19371,64476,70253,79592,24564,606,28,409,0,12,565,2027,319,721,375,674,12,39,3,16,0,0,0,0,10,22,0,27,0,0,0,0,25,15,10,37,25,41,0,4,39,72,7,114,42,10710
"Girard School District, Pennsylvania",10809,7322,50361,46806,65735,9964,89,0,0,0,8,170,578,147,107,299,93,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,18,77,66,0,42,10740
"Glendale School District, Pennsylvania",5118,3711,45714,65938,53182,4968,11,1,7,0,0,50,81,119,74,78,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,10830
"Governor Mifflin School District, Pennsylvania",31221,22614,72071,81127,89645,25808,940,19,386,0,0,545,3523,422,132,229,220,12,0,16,0,0,0,0,0,19,0,12,0,0,0,0,0,161,45,18,0,0,18,163,0,193,72,110,73,42,10860
"Great Valley School District, Pennsylvania",32176,22513,115841,120881,147143,25563,1360,17,3223,0,32,603,1378,491,371,673,369,0,17,40,73,0,0,0,0,121,25,49,46,0,0,0,0,0,0,8,2,40,25,16,24,0,49,20,39,42,10870
"Greensburg Salem School District, Pennsylvania",25601,18374,45601,53088,58761,23493,729,0,124,0,5,905,345,238,404,227,382,22,40,0,29,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,76,12,28,46,11,0,8,10,42,10920
"Greater Johnstown School District, Pennsylvania",25601,18315,28485,31791,33261,20332,2857,30,20,0,124,1429,809,348,287,133,57,118,27,106,24,7,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,46,28,107,76,68,10,71,6,42,10950
"Greater Latrobe School District, Pennsylvania",30284,21182,65275,77664,79508,28861,252,32,422,0,38,537,142,545,523,486,451,18,48,28,23,0,0,0,0,0,7,14,16,0,0,0,0,0,0,0,0,0,8,5,8,0,11,0,0,42,10980
"Greencastle-Antrim School District, Pennsylvania",19589,13257,73307,74833,88537,17840,307,0,190,0,7,511,734,398,286,254,240,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,37,0,30,32,0,30,108,48,42,11010
"Greenville Area School District, Pennsylvania",9955,6584,49988,48571,56895,9573,74,10,59,0,0,97,142,238,209,146,228,3,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,3,19,0,26,42,11160
"Norristown Area School District, Pennsylvania",64117,45638,61687,67392,77259,31377,16218,44,2919,51,169,2176,11163,290,293,347,152,276,219,406,160,0,0,0,0,11,14,32,0,0,0,0,0,48,14,60,95,88,2,25,99,196,93,227,176,42,16980
"Wilson Area School District, Pennsylvania",15665,11626,70705,61979,91047,11471,1009,0,416,8,144,834,1783,106,43,175,152,3,0,131,8,0,0,0,0,28,0,38,0,0,0,0,0,0,2,0,0,16,0,11,0,18,16,65,0,42,26550
"Williamsburg Community School District, Pennsylvania",3582,2555,53029,67308,75250,3402,7,0,22,0,0,71,80,46,33,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,26430
"Williamsport Area School District, Pennsylvania",40490,27010,46351,55230,51774,33772,4343,136,359,0,44,1010,826,449,1069,556,595,117,112,52,83,29,22,0,0,0,9,0,15,0,0,0,0,26,2,0,0,26,8,29,42,26,66,9,38,42,26460
"Wilmington Area School District, Pennsylvania",11108,7025,61589,73929,75777,10490,227,27,75,0,0,160,129,153,302,206,288,0,16,0,15,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,2,9,24,5,0,30,0,10,42,26520
"Wilson School District, Pennsylvania",39672,26990,77178,83990,98620,30585,1588,89,1319,17,84,567,5423,458,374,539,442,23,71,86,61,0,0,0,0,50,35,27,23,0,0,0,0,0,42,7,23,9,32,23,33,37,110,140,65,42,26580
"Windber Area School District, Pennsylvania",8419,6550,39945,53542,54514,8208,0,0,36,0,0,31,144,95,81,190,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26610
"Wyalusing Area School District, Pennsylvania",9114,6565,59951,70064,73983,8771,10,4,24,0,0,173,132,132,100,152,82,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,2,1,2,0,0,9,5,42,26700
"Wyoming Area School District, Pennsylvania",18887,14048,55918,69268,76240,17565,150,8,56,10,0,183,915,306,179,209,101,0,2,18,0,0,0,0,0,30,1,0,0,10,0,0,0,0,0,0,0,0,12,0,42,6,0,0,0,42,26730
"Wyomissing Area School District, Pennsylvania",12795,9441,72435,93008,103017,9506,427,0,346,0,120,331,2065,174,22,134,89,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,54,13,9,38,0,0,12,67,54,42,26760
"York City School District, Pennsylvania",44022,26349,33906,36614,36764,15935,10439,84,580,0,220,1911,14853,192,259,181,287,409,216,425,161,0,6,5,0,0,7,24,88,0,0,0,0,110,4,41,84,96,44,108,99,454,151,491,422,42,26820
"York Suburban School District, Pennsylvania",21731,14605,70261,75197,88042,17529,859,0,1029,0,78,465,1771,324,392,230,656,12,35,13,63,11,0,0,0,49,18,29,40,0,0,0,0,0,0,0,0,0,7,12,69,58,38,54,24,42,26850
"Central Valley School District, Pennsylvania",17536,12960,65561,75568,87341,16351,455,0,60,3,28,438,201,281,151,245,110,4,0,11,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,40,2,53,35,10,0,9,0,42,00824
"School District Not Defined, Pennsylvania",0,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,99997
"Sharon City School District, Pennsylvania",13227,9147,32470,40852,35607,10267,1977,16,142,0,14,625,186,209,114,134,98,0,6,151,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,80,0,7,5,9,0,42,21330
"Sharpsville Area School District, Pennsylvania",7290,5345,54142,68207,64476,7050,89,0,42,0,0,62,47,149,82,105,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21420
"Shenandoah Valley School District, Pennsylvania",7551,5176,38346,41953,51217,5548,206,0,100,0,0,162,1535,131,0,71,50,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,23,9,26,0,28,0,98,0,59,16,42,21490
"Shenango Area School District, Pennsylvania",7977,5944,54138,85442,69375,7735,59,0,2,0,5,136,40,226,131,153,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,42,21510
"Shikellamy School District, Pennsylvania",21626,15601,48151,61570,60901,19976,462,0,25,0,62,241,860,191,227,256,206,9,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,6,0,3,0,14,60,42,21540
"Shippensburg Area School District, Pennsylvania",30044,18151,55536,64659,77189,26866,1332,47,498,0,0,427,874,560,777,526,844,0,89,0,67,0,0,29,0,0,19,0,85,0,0,0,0,0,15,0,21,2,18,24,11,2,59,0,37,42,21570
"Slippery Rock Area School District, Pennsylvania",21555,12122,53518,64135,75361,20488,205,29,153,0,1,418,261,272,881,240,1312,0,20,0,41,6,4,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,39,21,47,0,41,1,15,42,21660
"Smethport Area School District, Pennsylvania",5737,4184,48941,51579,67212,5576,45,0,0,0,0,71,45,81,44,88,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,2,0,2,0,42,21690
"Solanco School District, Pennsylvania",32932,20858,67483,79821,78520,30752,235,18,263,0,0,260,1404,839,359,597,395,0,31,6,0,0,0,0,0,4,0,18,0,0,0,0,0,17,0,0,0,0,5,0,0,91,6,4,13,42,21810
"Somerset Area School District, Pennsylvania",20873,15828,49302,61875,57102,18028,1749,7,14,5,1,379,690,298,165,251,194,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,19,25,0,0,42,21840
"Souderton Area School District, Pennsylvania",46701,32761,90654,102178,114877,40101,1081,44,2388,0,47,414,2626,845,591,867,407,55,0,43,19,6,0,0,0,61,59,36,37,24,0,0,0,53,0,9,0,0,0,15,9,93,0,48,78,42,21870
"South Allegheny School District, Pennsylvania",11439,8729,50197,67750,58689,10450,299,0,87,26,9,222,346,128,54,159,61,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,16,0,18,1,0,0,42,21910
"South Butler County School District, Pennsylvania",18072,13952,64167,79490,83496,17784,38,0,82,0,0,73,95,315,188,203,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,42,21930
"Iroquois School District, Pennsylvania",6998,4805,54611,60929,62663,6384,68,49,83,0,0,107,307,108,39,108,39,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,14,0,43,0,42,12210
"Jamestown Area School District, Pennsylvania",4358,3223,47623,56354,52763,4258,3,0,4,0,14,21,58,73,34,83,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,12300
"Jeannette City School District, Pennsylvania",9171,6729,40720,35000,49082,7244,1064,7,45,0,0,674,137,50,81,82,16,59,5,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,42,12330
"Jefferson-Morgan School District, Pennsylvania",5452,3929,62500,85868,77500,5310,65,0,4,0,5,59,9,86,83,103,45,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12390
"Jenkintown School District, Pennsylvania",4433,3169,108523,115461,140714,3521,462,0,70,0,0,61,319,65,24,58,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,42,12420
"Jersey Shore Area School District, Pennsylvania",17554,12428,55987,61563,75792,17252,52,0,32,5,0,50,163,229,177,380,140,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,1,9,0,12,0,42,12480
"Jim Thorpe Area School District, Pennsylvania",15018,10915,60097,76172,70666,13052,677,0,162,8,29,53,1037,312,109,143,68,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,26,0,0,3,0,0,10,9,33,47,42,12540
"Johnsonburg Area School District, Pennsylvania",4296,3099,51506,64773,68587,4124,50,36,10,0,0,34,42,67,33,102,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,42,12570
"Juniata County School District, Pennsylvania",24107,16904,53559,66159,64404,22681,270,0,97,0,10,108,941,464,231,455,223,42,0,28,14,0,0,0,0,0,0,11,0,0,0,0,0,0,0,37,11,2,0,0,0,8,8,54,22,42,12600
"Juniata Valley School District, Pennsylvania",5054,3739,56218,60375,69688,4856,26,5,7,0,0,29,131,82,56,92,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,0,0,11,0,3,0,42,12630
"Kane Area School District, Pennsylvania",7159,5194,46261,57679,59239,6864,33,25,22,4,24,123,64,181,98,95,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,12660
"Kennett Consolidated School District, Pennsylvania",27976,19056,103141,99490,133569,18599,1254,0,789,0,72,285,6977,450,156,406,257,93,0,0,113,0,0,0,0,6,0,0,12,0,0,0,0,0,0,41,60,0,32,9,0,157,123,140,196,42,12690
"Keystone School District, Pennsylvania",7536,5187,48823,59583,57455,7429,5,0,0,0,0,74,28,165,104,183,82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,42,12720
"Keystone Central School District, Pennsylvania",37435,24269,50770,63288,64324,35585,635,47,312,5,0,254,597,641,590,637,797,9,48,3,20,0,0,0,0,15,22,0,27,0,0,0,0,2,0,37,0,0,6,14,18,11,46,37,6,42,12725
"Keystone Oaks School District, Pennsylvania",21209,16449,66152,81842,70392,18729,607,0,903,0,12,477,481,243,65,192,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,8,0,0,0,24,17,42,12750
"Kiski Area School District, Pennsylvania",28119,20521,59770,67582,78280,26623,406,44,54,0,28,440,524,662,319,510,189,20,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,11,31,6,43,21,0,0,42,12840
"Kutztown Area School District, Pennsylvania",18288,9790,65489,74449,93000,16520,665,0,209,0,0,304,590,176,872,302,1171,0,186,0,167,0,0,0,0,0,0,7,38,0,0,0,0,0,38,0,33,18,52,13,64,22,95,0,113,42,12930
"Lackawanna Trail School District, Pennsylvania",8166,5818,60396,75000,71574,7722,170,6,17,0,0,64,187,103,114,90,131,0,43,0,47,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,14,0,6,0,24,0,9,42,12990
"Lake-Lehman School District, Pennsylvania",17008,13165,74294,85087,89968,14799,1366,10,209,0,0,71,553,248,123,246,154,0,0,0,0,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,42,13020
"Lakeland School District, Pennsylvania",11972,8852,64641,90083,71635,11642,118,0,53,0,0,39,120,225,104,278,151,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,8,0,42,13050
"Lakeview School District, Pennsylvania",8131,5816,58092,64655,71359,7951,16,0,57,2,0,68,37,198,48,182,72,0,0,0,4,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,42,13080
"Lampeter-Strasburg School District, Pennsylvania",23766,16906,79699,82072,100963,22072,139,45,214,0,9,72,1215,371,176,553,167,11,0,9,0,0,0,0,0,26,0,0,26,0,0,0,0,0,20,12,0,0,0,0,0,14,20,12,0,42,13110
"Susquehanna Community School District, Pennsylvania",5267,3667,46935,61429,52250,5115,19,0,34,0,7,32,60,117,33,106,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0,2,2,2,3,42,22980
"Sto-Rox School District, Pennsylvania",12116,8105,35446,36574,44511,7570,3353,0,147,0,106,663,277,150,71,90,72,131,187,37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0,0,42,22830
"Stroudsburg Area School District, Pennsylvania",34040,23392,63176,68325,74100,22682,4530,73,944,0,196,818,4797,409,184,390,139,123,99,100,65,0,0,0,0,35,16,21,11,0,0,0,0,0,8,67,54,47,29,67,12,83,44,94,144,42,22860
"Sullivan County School District, Pennsylvania",6135,4919,47407,55288,64236,5833,146,5,5,2,3,29,112,89,68,44,53,11,46,10,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,24,6,10,0,42,22920
"Susquehanna Township School District, Pennsylvania",24954,17624,68674,72483,80031,14481,6399,35,1396,0,152,740,1751,132,63,300,93,211,116,150,103,0,0,0,0,74,2,25,22,0,0,0,0,38,28,12,0,52,4,38,0,115,54,95,27,42,23010
"Susquenita School District, Pennsylvania",14523,10797,67647,78897,79789,13768,135,26,74,0,29,183,308,209,81,211,95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,10,3,2,3,42,23040
"Tamaqua Area School District, Pennsylvania",15972,11968,54474,65509,64077,15093,111,13,15,0,0,172,568,321,70,227,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,8,0,0,42,23220
"Riverside School District, Pennsylvania",11732,8722,47258,41684,66707,10559,263,0,256,0,0,68,586,86,145,152,196,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,38,0,42,23250
"Titusville Area School District, Pennsylvania",13660,9169,44142,50200,51429,13171,167,4,74,0,0,104,140,312,162,322,214,3,17,1,13,0,2,0,0,0,17,0,0,0,0,0,0,0,0,16,0,4,0,1,0,5,0,23,5,42,23490
"Towanda Area School District, Pennsylvania",10819,7877,46512,55610,58750,10448,72,5,23,0,9,43,219,190,58,206,69,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,8,3,42,23550
"Tredyffrin-Easttown School District, Pennsylvania",40079,27836,141319,156696,185630,31385,1014,0,5541,0,52,951,1136,771,345,697,279,26,14,14,14,0,0,0,0,120,27,175,56,0,0,0,0,43,32,0,0,57,2,70,1,55,32,41,20,42,23640
"Tri-Valley School District, Pennsylvania",6413,4595,61594,80000,71616,6306,5,0,0,0,0,66,36,128,35,75,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,3,14,0,42,23700
"Trinity Area School District, Pennsylvania",25797,19615,61741,78836,81168,24260,462,10,440,0,29,332,264,298,216,429,207,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,11,0,42,23760
"Troy Area School District, Pennsylvania",10725,7587,55081,64053,64967,10445,61,4,32,0,0,62,121,166,118,162,143,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,42,23790
"Tulpehocken Area School District, Pennsylvania",12571,8489,71599,80962,89375,11494,135,31,121,0,22,110,658,231,130,271,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,12,1,11,17,28,18,42,23820
"Tunkhannock Area School District, Pennsylvania",18728,13756,62118,69722,70582,18099,123,14,44,0,1,180,267,380,177,335,115,9,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,9,3,16,14,41,0,42,23850
"Dallastown Area School District, Pennsylvania",42320,29377,68693,69235,94880,36032,2211,0,1172,99,102,813,1891,534,304,640,322,0,18,0,0,0,0,0,0,4,45,0,18,0,19,0,0,0,0,0,0,43,37,7,0,85,37,22,0,42,07230
"Daniel Boone Area School District, Pennsylvania",21802,15220,90077,110372,105824,19221,548,9,334,0,72,233,1385,361,268,442,117,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,20,26,42,07290
"Danville Area School District, Pennsylvania",19067,14071,59146,70208,81758,17324,347,10,709,0,4,154,519,297,153,305,148,57,18,31,14,0,0,0,0,29,22,8,4,0,0,0,0,0,3,2,0,15,19,0,0,6,7,3,0,42,07320
"Delaware Valley School District, Pennsylvania",28165,20653,75214,76611,87242,25124,189,21,310,20,0,362,2139,484,283,349,248,2,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,2,12,72,64,80,23,42,07530
"Deer Lakes School District, Pennsylvania",14509,11157,65957,82727,80385,14174,85,0,38,0,0,113,99,228,111,222,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,42,07540
"Derry Area School District, Pennsylvania",17133,13027,54899,61705,66193,16279,358,11,54,0,48,152,231,222,111,157,145,19,0,3,14,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,17,3,10,0,5,0,42,07560
"Derry Township School District, Pennsylvania",25093,18437,80575,85789,117219,19907,693,28,1780,0,10,369,2306,443,103,348,87,0,5,47,17,16,0,0,0,19,7,73,19,0,0,0,0,0,0,82,87,16,6,7,0,51,24,82,87,42,07590
"Donegal School District, Pennsylvania",21730,15130,66242,69327,85950,18957,499,0,195,0,5,468,1606,338,146,286,126,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,24,41,0,41,50,22,0,42,07650
"Dover Area School District, Pennsylvania",26519,19137,65630,77414,79755,23992,572,0,212,0,0,467,1276,524,294,396,245,26,16,0,0,0,0,0,0,6,0,11,9,0,0,0,0,0,0,0,0,24,12,0,14,24,0,6,14,42,07680
"Downingtown Area School District, Pennsylvania",72641,49227,121798,126613,148917,58956,2687,62,6464,32,14,1198,3228,1466,695,1371,524,125,116,34,0,0,0,0,0,146,26,126,14,0,0,0,0,2,20,26,0,105,42,30,20,96,55,62,13,42,07710
"DuBois Area School District, Pennsylvania",30128,21275,50474,54349,63243,28930,290,25,118,19,0,203,543,603,356,515,155,5,12,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,5,2,9,0,42,07830
"Dunmore School District, Pennsylvania",13111,9587,59806,67634,78200,11709,166,0,551,8,0,57,620,148,187,264,161,6,6,28,3,0,0,0,0,10,18,0,7,0,3,0,0,0,0,0,0,0,4,0,0,6,19,0,12,42,07980
"Duquesne City School District, Pennsylvania",5543,2993,29844,32161,32772,1592,3141,0,0,0,24,645,141,15,0,4,31,108,75,72,157,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,4,0,0,42,08010
"East Allegheny School District, Pennsylvania",14416,10809,42226,44446,58878,10976,2278,21,26,0,144,450,521,201,31,118,75,54,8,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,15,0,0,8,0,42,08060
"Forest Area School District, Pennsylvania",7801,6405,41313,53438,49076,5363,1854,3,8,0,2,154,417,140,25,71,11,34,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,39,8,0,0,42,08280
"Eastern Lebanon County School District, Pennsylvania",22031,14802,64749,75778,80798,21201,199,0,43,0,0,145,443,529,161,489,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,13,0,42,08460
"East Lycoming School District, Pennsylvania",10728,7711,62286,62455,76651,10457,42,17,32,0,6,102,72,225,57,185,105,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,42,08490
